PlateLocHeight,PlateLocSide,called_strike_prob
4.4,-2.4,0.00
4.4,-2.2,0.00
4.4,-2.1,0.00
4.4,-2,0.00
4.4,-1.9,0.00
4.4,-1.8,0.00
4.4,-1.7,0.00
4.4,-1.6,0.00
4.4,-1.5,0.00
4.4,-1.4,0.00
4.4,-1.3,0.00
4.4,-1.2,0.00
4.4,-1.1,0.00
4.4,-1,0.00
4.4,-0.9,0.00
4.4,-0.8,0.00
4.4,-0.7,0.00
4.4,-0.6,0.00
4.4,-0.5,0.00
4.4,-0.4,0.00
4.4,-0.3,0.00
4.4,-0.2,0.00
4.4,-0.1,0.00
4.4,0,0.00
4.4,0.1,0.00
4.4,0.2,0.00
4.4,0.3,0.00
4.4,0.4,0.00
4.4,0.5,0.00
4.4,0.6,0.00
4.4,0.7,0.00
4.4,0.8,0.00
4.4,0.9,0.00
4.4,1,0.00
4.4,1.1,0.00
4.4,1.2,0.00
4.4,1.3,0.00
4.4,1.4,0.00
4.4,1.5,0.00
4.4,1.6,0.00
4.4,1.7,0.00
4.4,1.8,0.00
4.4,1.9,0.00
4.4,2,0.00
4.4,2.1,0.00
4.4,2.2,0.00
4.4,2.3,0.00
4.4,2.4,0.00
4.4,2.5,0.00
4.4,2.6,0.00
4.4,2.7,0.00
4.4,2.9,0.00
4.4,3,0.00
4.4,3.1,0.00
4.4,3.3,0.00
4.4,3.4,0.00
4.4,3.6,0.00
4.4,3.7,0.00
4.4,2.8,0.00
4.4,-2.3,0.00
4.4,-3,0.00
4.3,-1.7,0.13
4.3,-0.1,0.02
4.3,0.2,0.02
4.3,-3.9,0.00
4.3,-3.8,0.00
4.3,-3.4,0.00
4.3,-3.2,0.00
4.3,-3,0.00
4.3,-2.9,0.00
4.3,-2.8,0.00
4.3,-2.7,0.00
4.3,-2.6,0.00
4.3,-2.5,0.00
4.3,-2.4,0.00
4.3,-2.3,0.00
4.3,-2.2,0.00
4.3,-2.1,0.00
4.3,-2,0.00
4.3,-1.9,0.00
4.3,-1.8,0.00
4.3,-1.6,0.00
4.3,-1.5,0.00
4.3,-1.4,0.00
4.3,-1.3,0.00
4.3,-1.2,0.00
4.3,-1.1,0.00
4.3,-1,0.00
4.3,-0.9,0.00
4.3,-0.8,0.00
4.3,-0.7,0.00
4.3,-0.6,0.00
4.3,-0.5,0.00
4.3,-0.4,0.00
4.3,-0.3,0.00
4.3,-0.2,0.00
4.3,0,0.00
4.3,0.1,0.00
4.3,0.3,0.00
4.3,0.4,0.00
4.3,0.5,0.00
4.3,0.6,0.00
4.3,0.7,0.00
4.3,0.8,0.00
4.3,0.9,0.00
4.3,1,0.00
4.3,1.1,0.00
4.3,1.2,0.00
4.3,1.3,0.00
4.3,1.4,0.00
4.3,1.5,0.00
4.3,1.6,0.00
4.3,1.7,0.00
4.3,1.8,0.00
4.3,1.9,0.00
4.3,2,0.00
4.3,2.1,0.00
4.3,2.2,0.00
4.3,2.3,0.00
4.3,2.4,0.00
4.3,2.5,0.00
4.3,2.6,0.00
4.3,2.7,0.00
4.3,2.8,0.00
4.3,3.1,0.00
4.3,3.4,0.00
4.3,3.5,0.00
4.3,3.6,0.00
4.3,3,0.00
4.3,2.9,0.00
4.2,-3.5,0.00
4.2,-3.2,0.00
4.2,-3,0.00
4.2,-2.8,0.00
4.2,-2.6,0.00
4.2,-2.5,0.00
4.2,-2.4,0.00
4.2,-2.3,0.00
4.2,-2.2,0.00
4.2,-2.1,0.00
4.2,-2,0.00
4.2,-1.9,0.00
4.2,-1.8,0.00
4.2,-1.7,0.00
4.2,-1.6,0.00
4.2,-1.5,0.00
4.2,-1.4,0.00
4.2,-1.3,0.00
4.2,-1.2,0.00
4.2,-1.1,0.00
4.2,-1,0.00
4.2,-0.9,0.00
4.2,-0.8,0.00
4.2,-0.7,0.00
4.2,-0.6,0.00
4.2,-0.5,0.00
4.2,-0.4,0.00
4.2,-0.3,0.00
4.2,-0.2,0.00
4.2,-0.1,0.00
4.2,0,0.00
4.2,0.1,0.00
4.2,0.2,0.00
4.2,0.3,0.00
4.2,0.4,0.00
4.2,0.5,0.00
4.2,0.6,0.00
4.2,0.7,0.00
4.2,0.8,0.00
4.2,0.9,0.00
4.2,1,0.00
4.2,1.1,0.00
4.2,1.2,0.00
4.2,1.3,0.00
4.2,1.4,0.00
4.2,1.5,0.00
4.2,1.6,0.00
4.2,1.7,0.00
4.2,1.8,0.00
4.2,1.9,0.00
4.2,2,0.00
4.2,2.1,0.00
4.2,2.2,0.00
4.2,2.3,0.00
4.2,2.4,0.00
4.2,2.5,0.00
4.2,2.6,0.00
4.2,2.7,0.00
4.2,2.8,0.00
4.2,2.9,0.00
4.2,3,0.00
4.2,3.2,0.00
4.2,3.4,0.00
4.2,3.5,0.00
4.2,3.6,0.00
4.2,3.8,0.00
4.2,-2.7,0.00
4.2,-2.9,0.00
4.1,-3.8,0.00
4.1,-3.5,0.00
4.1,-3.4,0.00
4.1,-3.2,0.00
4.1,-3.1,0.00
4.1,-3,0.00
4.1,-2.8,0.00
4.1,-2.7,0.00
4.1,-2.6,0.00
4.1,-2.5,0.00
4.1,-2.4,0.00
4.1,-2.3,0.00
4.1,-2.2,0.00
4.1,-2.1,0.00
4.1,-2,0.00
4.1,-1.9,0.00
4.1,-1.8,0.00
4.1,-1.7,0.00
4.1,-1.6,0.00
4.1,-1.5,0.00
4.1,-1.4,0.00
4.1,-1.3,0.00
4.1,-1.2,0.00
4.1,-1.1,0.00
4.1,-1,0.00
4.1,-0.9,0.00
4.1,-0.8,0.00
4.1,-0.7,0.00
4.1,-0.6,0.00
4.1,-0.5,0.00
4.1,-0.4,0.00
4.1,-0.3,0.00
4.1,-0.2,0.00
4.1,-0.1,0.00
4.1,0,0.00
4.1,0.1,0.00
4.1,0.2,0.00
4.1,0.3,0.00
4.1,0.4,0.00
4.1,0.5,0.00
4.1,0.6,0.00
4.1,0.7,0.00
4.1,0.8,0.00
4.1,0.9,0.00
4.1,1,0.00
4.1,1.1,0.00
4.1,1.2,0.00
4.1,1.3,0.00
4.1,1.4,0.00
4.1,1.5,0.00
4.1,1.6,0.00
4.1,1.7,0.00
4.1,1.8,0.00
4.1,1.9,0.00
4.1,2,0.00
4.1,2.1,0.00
4.1,2.2,0.00
4.1,2.3,0.00
4.1,2.4,0.00
4.1,2.5,0.00
4.1,2.6,0.00
4.1,2.7,0.00
4.1,2.8,0.00
4.1,2.9,0.00
4.1,3,0.00
4.1,3.1,0.00
4.1,3.2,0.00
4.1,3.3,0.00
4.1,3.4,0.00
4.1,3.6,0.00
4.1,3.8,0.00
4.1,-2.9,0.00
4,-2,0.11
4,-1.3,0.05
4,1.8,0.05
4,1.4,0.03
4,0.4,0.03
4,0.1,0.02
4,0.8,0.02
4,-1.1,0.02
4,1.2,0.02
4,1.3,0.02
4,-0.5,0.01
4,1,0.01
4,0.3,0.01
4,-0.2,0.01
4,-0.1,0.01
4,0.5,0.01
4,-3.5,0.00
4,-3.3,0.00
4,-3.2,0.00
4,-3.1,0.00
4,-3,0.00
4,-2.9,0.00
4,-2.8,0.00
4,-2.7,0.00
4,-2.6,0.00
4,-2.5,0.00
4,-2.4,0.00
4,-2.3,0.00
4,-2.2,0.00
4,-2.1,0.00
4,-1.9,0.00
4,-1.8,0.00
4,-1.7,0.00
4,-1.6,0.00
4,-1.5,0.00
4,-1.4,0.00
4,-1.2,0.00
4,-1,0.00
4,-0.9,0.00
4,-0.8,0.00
4,-0.7,0.00
4,-0.6,0.00
4,-0.4,0.00
4,-0.3,0.00
4,0,0.00
4,0.2,0.00
4,0.6,0.00
4,0.7,0.00
4,0.9,0.00
4,1.1,0.00
4,1.5,0.00
4,1.6,0.00
4,1.7,0.00
4,1.9,0.00
4,2,0.00
4,2.1,0.00
4,2.2,0.00
4,2.3,0.00
4,2.4,0.00
4,2.5,0.00
4,2.6,0.00
4,2.7,0.00
4,2.8,0.00
4,2.9,0.00
4,3,0.00
4,3.1,0.00
4,3.2,0.00
4,3.3,0.00
3.9,2.3,0.08
3.9,0.2,0.04
3.9,0.9,0.03
3.9,0.3,0.03
3.9,0.5,0.02
3.9,0.7,0.02
3.9,1.2,0.02
3.9,-0.3,0.01
3.9,-0.6,0.01
3.9,-0.5,0.01
3.9,-0.1,0.01
3.9,-0.2,0.01
3.9,0,0.01
3.9,0.1,0.01
3.9,-0.8,0.01
3.9,0.6,0.01
3.9,0.4,0.01
3.9,-5.7,0.00
3.9,-4.6,0.00
3.9,-3.6,0.00
3.9,-3.2,0.00
3.9,-3.1,0.00
3.9,-2.9,0.00
3.9,-2.8,0.00
3.9,-2.7,0.00
3.9,-2.6,0.00
3.9,-2.5,0.00
3.9,-2.4,0.00
3.9,-2.3,0.00
3.9,-2.2,0.00
3.9,-2.1,0.00
3.9,-2,0.00
3.9,-1.9,0.00
3.9,-1.8,0.00
3.9,-1.7,0.00
3.9,-1.6,0.00
3.9,-1.5,0.00
3.9,-1.4,0.00
3.9,-1.3,0.00
3.9,-1.2,0.00
3.9,-1.1,0.00
3.9,-1,0.00
3.9,-0.9,0.00
3.9,-0.7,0.00
3.9,-0.4,0.00
3.9,0.8,0.00
3.9,1,0.00
3.9,1.1,0.00
3.9,1.3,0.00
3.9,1.4,0.00
3.9,1.5,0.00
3.9,1.6,0.00
3.9,1.7,0.00
3.9,1.8,0.00
3.9,1.9,0.00
3.9,2,0.00
3.9,2.1,0.00
3.9,2.2,0.00
3.9,2.4,0.00
3.9,2.5,0.00
3.9,2.6,0.00
3.9,2.7,0.00
3.9,2.8,0.00
3.9,2.9,0.00
3.9,3.1,0.00
3.9,3.2,0.00
3.9,3.3,0.00
3.9,3.4,0.00
3.9,3.5,0.00
3.9,3.7,0.00
3.9,4.2,0.00
3.9,3,0.00
3.9,-3,0.00
3.8,-0.1,0.07
3.8,0.3,0.06
3.8,1.6,0.06
3.8,0.7,0.06
3.8,0.1,0.05
3.8,0,0.04
3.8,0.4,0.03
3.8,0.5,0.03
3.8,-0.5,0.03
3.8,-0.3,0.02
3.8,0.2,0.02
3.8,0.8,0.02
3.8,0.6,0.02
3.8,-0.2,0.02
3.8,-1,0.02
3.8,1.3,0.02
3.8,-0.4,0.01
3.8,0.9,0.01
3.8,-5.1,0.00
3.8,-3.8,0.00
3.8,-3.4,0.00
3.8,-3.3,0.00
3.8,-3.1,0.00
3.8,-3,0.00
3.8,-2.9,0.00
3.8,-2.8,0.00
3.8,-2.7,0.00
3.8,-2.6,0.00
3.8,-2.5,0.00
3.8,-2.4,0.00
3.8,-2.3,0.00
3.8,-2.2,0.00
3.8,-2.1,0.00
3.8,-2,0.00
3.8,-1.9,0.00
3.8,-1.8,0.00
3.8,-1.7,0.00
3.8,-1.6,0.00
3.8,-1.5,0.00
3.8,-1.4,0.00
3.8,-1.3,0.00
3.8,-1.2,0.00
3.8,-1.1,0.00
3.8,-0.9,0.00
3.8,-0.8,0.00
3.8,-0.7,0.00
3.8,-0.6,0.00
3.8,1,0.00
3.8,1.1,0.00
3.8,1.2,0.00
3.8,1.4,0.00
3.8,1.5,0.00
3.8,1.7,0.00
3.8,1.8,0.00
3.8,1.9,0.00
3.8,2,0.00
3.8,2.1,0.00
3.8,2.2,0.00
3.8,2.3,0.00
3.8,2.4,0.00
3.8,2.5,0.00
3.8,2.6,0.00
3.8,2.7,0.00
3.8,2.8,0.00
3.8,2.9,0.00
3.8,3,0.00
3.8,3.1,0.00
3.8,3.2,0.00
3.8,3.3,0.00
3.8,3.4,0.00
3.8,3.5,0.00
3.8,3.6,0.00
3.8,3.7,0.00
3.8,3.8,0.00
3.8,4,0.00
3.7,0.3,0.11
3.7,0.4,0.11
3.7,2.3,0.09
3.7,0.7,0.08
3.7,0.2,0.08
3.7,-0.2,0.08
3.7,-0.3,0.07
3.7,0.5,0.07
3.7,0,0.06
3.7,0.1,0.06
3.7,-0.1,0.06
3.7,0.6,0.06
3.7,-1,0.06
3.7,-2,0.05
3.7,-0.8,0.05
3.7,-0.5,0.04
3.7,-0.6,0.04
3.7,-0.4,0.03
3.7,0.9,0.03
3.7,-0.9,0.03
3.7,-0.7,0.03
3.7,-1.3,0.03
3.7,0.8,0.02
3.7,1,0.01
3.7,1.1,0.01
3.7,1.2,0.01
3.7,-5.6,0.00
3.7,-3.3,0.00
3.7,-3.2,0.00
3.7,-3.1,0.00
3.7,-3,0.00
3.7,-2.9,0.00
3.7,-2.8,0.00
3.7,-2.7,0.00
3.7,-2.6,0.00
3.7,-2.5,0.00
3.7,-2.4,0.00
3.7,-2.3,0.00
3.7,-2.2,0.00
3.7,-2.1,0.00
3.7,-1.9,0.00
3.7,-1.8,0.00
3.7,-1.7,0.00
3.7,-1.6,0.00
3.7,-1.5,0.00
3.7,-1.4,0.00
3.7,-1.2,0.00
3.7,-1.1,0.00
3.7,1.3,0.00
3.7,1.4,0.00
3.7,1.5,0.00
3.7,1.6,0.00
3.7,1.7,0.00
3.7,1.8,0.00
3.7,1.9,0.00
3.7,2,0.00
3.7,2.1,0.00
3.7,2.2,0.00
3.7,2.4,0.00
3.7,2.5,0.00
3.7,2.6,0.00
3.7,2.7,0.00
3.7,2.8,0.00
3.7,2.9,0.00
3.7,3,0.00
3.7,3.1,0.00
3.7,3.2,0.00
3.7,3.4,0.00
3.7,3.5,0.00
3.7,3.6,0.00
3.7,3.9,0.00
3.7,4,0.00
3.6,-0.1,0.25
3.6,-0.2,0.22
3.6,-0.5,0.20
3.6,0,0.19
3.6,0.7,0.19
3.6,0.3,0.17
3.6,-0.3,0.16
3.6,0.6,0.15
3.6,0.5,0.15
3.6,0.2,0.14
3.6,0.4,0.13
3.6,-0.4,0.13
3.6,-0.6,0.12
3.6,0.8,0.11
3.6,0.1,0.10
3.6,-0.8,0.10
3.6,-0.7,0.09
3.6,-2.4,0.09
3.6,0.9,0.06
3.6,-0.9,0.06
3.6,1,0.05
3.6,-1.2,0.04
3.6,1.1,0.04
3.6,-1.8,0.03
3.6,-1,0.02
3.6,-1.3,0.02
3.6,-1.1,0.02
3.6,1.2,0.01
3.6,-3.5,0.00
3.6,-3.4,0.00
3.6,-3.3,0.00
3.6,-3.2,0.00
3.6,-3,0.00
3.6,-2.9,0.00
3.6,-2.8,0.00
3.6,-2.7,0.00
3.6,-2.6,0.00
3.6,-2.5,0.00
3.6,-2.3,0.00
3.6,-2.2,0.00
3.6,-2.1,0.00
3.6,-2,0.00
3.6,-1.9,0.00
3.6,-1.7,0.00
3.6,-1.6,0.00
3.6,-1.5,0.00
3.6,-1.4,0.00
3.6,1.3,0.00
3.6,1.4,0.00
3.6,1.5,0.00
3.6,1.6,0.00
3.6,1.7,0.00
3.6,1.8,0.00
3.6,1.9,0.00
3.6,2,0.00
3.6,2.1,0.00
3.6,2.2,0.00
3.6,2.3,0.00
3.6,2.4,0.00
3.6,2.5,0.00
3.6,2.6,0.00
3.6,2.7,0.00
3.6,2.8,0.00
3.6,2.9,0.00
3.6,3,0.00
3.6,3.1,0.00
3.6,3.2,0.00
3.6,3.3,0.00
3.6,3.4,0.00
3.6,3.5,0.00
3.6,3.6,0.00
3.6,3.7,0.00
3.5,0.1,0.51
3.5,0.3,0.45
3.5,0,0.40
3.5,-0.2,0.38
3.5,0.5,0.37
3.5,0.2,0.37
3.5,0.4,0.33
3.5,-0.5,0.32
3.5,-0.3,0.32
3.5,-0.6,0.30
3.5,-0.1,0.30
3.5,-0.4,0.29
3.5,0.7,0.27
3.5,0.6,0.26
3.5,-0.8,0.23
3.5,-0.7,0.21
3.5,2.7,0.17
3.5,0.8,0.14
3.5,0.9,0.13
3.5,-1,0.10
3.5,1.1,0.07
3.5,-0.9,0.06
3.5,1.2,0.05
3.5,-1.1,0.04
3.5,-1.2,0.04
3.5,1,0.03
3.5,-1.5,0.02
3.5,-1.4,0.02
3.5,-1.3,0.01
3.5,1.3,0.01
3.5,-3.8,0.00
3.5,-3.6,0.00
3.5,-3.5,0.00
3.5,-3.4,0.00
3.5,-3.3,0.00
3.5,-3.1,0.00
3.5,-2.9,0.00
3.5,-2.8,0.00
3.5,-2.7,0.00
3.5,-2.6,0.00
3.5,-2.5,0.00
3.5,-2.4,0.00
3.5,-2.3,0.00
3.5,-2.2,0.00
3.5,-2.1,0.00
3.5,-2,0.00
3.5,-1.9,0.00
3.5,-1.8,0.00
3.5,-1.7,0.00
3.5,-1.6,0.00
3.5,1.4,0.00
3.5,1.5,0.00
3.5,1.6,0.00
3.5,1.7,0.00
3.5,1.8,0.00
3.5,1.9,0.00
3.5,2,0.00
3.5,2.1,0.00
3.5,2.2,0.00
3.5,2.3,0.00
3.5,2.4,0.00
3.5,2.5,0.00
3.5,2.6,0.00
3.5,2.8,0.00
3.5,2.9,0.00
3.5,3,0.00
3.5,3.1,0.00
3.5,3.2,0.00
3.5,3.3,0.00
3.5,3.4,0.00
3.5,3.5,0.00
3.5,3.6,0.00
3.5,4.1,0.00
3.5,4.2,0.00
3.5,-3,0.00
3.4,0.2,0.64
3.4,0,0.63
3.4,0.1,0.58
3.4,-0.3,0.55
3.4,-0.1,0.53
3.4,-0.2,0.52
3.4,0.3,0.51
3.4,0.5,0.50
3.4,0.4,0.48
3.4,-0.4,0.47
3.4,0.6,0.47
3.4,-0.5,0.41
3.4,0.7,0.39
3.4,-0.6,0.36
3.4,-0.7,0.36
3.4,0.8,0.33
3.4,-0.8,0.31
3.4,0.9,0.31
3.4,-0.9,0.20
3.4,-1,0.16
3.4,1,0.15
3.4,-1.1,0.14
3.4,-1.3,0.08
3.4,1.2,0.06
3.4,1.1,0.06
3.4,-1.2,0.05
3.4,1.3,0.05
3.4,1.8,0.02
3.4,-1.4,0.02
3.4,-4.8,0.00
3.4,-3.4,0.00
3.4,-3.3,0.00
3.4,-3.2,0.00
3.4,-3,0.00
3.4,-2.9,0.00
3.4,-2.8,0.00
3.4,-2.7,0.00
3.4,-2.6,0.00
3.4,-2.5,0.00
3.4,-2.4,0.00
3.4,-2.3,0.00
3.4,-2.2,0.00
3.4,-2.1,0.00
3.4,-2,0.00
3.4,-1.9,0.00
3.4,-1.8,0.00
3.4,-1.7,0.00
3.4,-1.6,0.00
3.4,-1.5,0.00
3.4,1.4,0.00
3.4,1.5,0.00
3.4,1.6,0.00
3.4,1.7,0.00
3.4,1.9,0.00
3.4,2,0.00
3.4,2.1,0.00
3.4,2.2,0.00
3.4,2.3,0.00
3.4,2.4,0.00
3.4,2.5,0.00
3.4,2.6,0.00
3.4,2.7,0.00
3.4,2.8,0.00
3.4,2.9,0.00
3.4,3,0.00
3.4,3.1,0.00
3.4,3.2,0.00
3.4,3.3,0.00
3.4,3.4,0.00
3.4,3.6,0.00
3.4,3.7,0.00
3.4,3.9,0.00
3.4,4.1,0.00
3.3,0,0.77
3.3,-0.1,0.73
3.3,0.4,0.71
3.3,0.6,0.71
3.3,0.3,0.69
3.3,0.2,0.69
3.3,-0.3,0.66
3.3,-0.2,0.66
3.3,0.5,0.66
3.3,0.1,0.65
3.3,-0.5,0.64
3.3,-0.6,0.64
3.3,-0.4,0.63
3.3,-0.7,0.60
3.3,0.7,0.56
3.3,0.8,0.48
3.3,-0.8,0.46
3.3,0.9,0.38
3.3,-0.9,0.31
3.3,1,0.26
3.3,1.1,0.21
3.3,-1,0.20
3.3,-1.1,0.18
3.3,1.2,0.15
3.3,-1.2,0.12
3.3,1.3,0.12
3.3,-1.3,0.04
3.3,-1.7,0.04
3.3,2,0.03
3.3,-4.9,0.00
3.3,-4.1,0.00
3.3,-3.7,0.00
3.3,-3.6,0.00
3.3,-3.5,0.00
3.3,-3.3,0.00
3.3,-3.2,0.00
3.3,-3.1,0.00
3.3,-3,0.00
3.3,-2.9,0.00
3.3,-2.8,0.00
3.3,-2.7,0.00
3.3,-2.6,0.00
3.3,-2.5,0.00
3.3,-2.4,0.00
3.3,-2.3,0.00
3.3,-2.2,0.00
3.3,-2.1,0.00
3.3,-2,0.00
3.3,-1.9,0.00
3.3,-1.8,0.00
3.3,-1.6,0.00
3.3,-1.5,0.00
3.3,-1.4,0.00
3.3,1.4,0.00
3.3,1.5,0.00
3.3,1.6,0.00
3.3,1.7,0.00
3.3,1.8,0.00
3.3,1.9,0.00
3.3,2.1,0.00
3.3,2.2,0.00
3.3,2.3,0.00
3.3,2.4,0.00
3.3,2.5,0.00
3.3,2.6,0.00
3.3,2.7,0.00
3.3,2.8,0.00
3.3,2.9,0.00
3.3,3,0.00
3.3,3.1,0.00
3.3,3.2,0.00
3.3,3.3,0.00
3.3,3.4,0.00
3.3,3.6,0.00
3.3,4.4,0.00
3.2,-0.4,0.89
3.2,-0.3,0.87
3.2,0.3,0.86
3.2,0.1,0.85
3.2,0.4,0.85
3.2,0.2,0.82
3.2,-0.1,0.82
3.2,0,0.80
3.2,0.5,0.78
3.2,0.6,0.78
3.2,-0.2,0.77
3.2,-0.5,0.77
3.2,0.7,0.76
3.2,-0.7,0.72
3.2,-0.6,0.71
3.2,-0.8,0.71
3.2,0.8,0.59
3.2,0.9,0.49
3.2,-0.9,0.42
3.2,-1,0.38
3.2,1,0.35
3.2,1.1,0.28
3.2,-1.1,0.27
3.2,-1.2,0.19
3.2,-1.3,0.18
3.2,1.2,0.15
3.2,1.3,0.07
3.2,1.4,0.06
3.2,1.7,0.04
3.2,-2,0.03
3.2,1.8,0.02
3.2,-1.5,0.01
3.2,1.5,0.01
3.2,-1.4,0.01
3.2,1.6,0.01
3.2,-4.7,0.00
3.2,-3.9,0.00
3.2,-3.7,0.00
3.2,-3.6,0.00
3.2,-3.4,0.00
3.2,-3.3,0.00
3.2,-3.1,0.00
3.2,-3,0.00
3.2,-2.9,0.00
3.2,-2.8,0.00
3.2,-2.7,0.00
3.2,-2.6,0.00
3.2,-2.5,0.00
3.2,-2.4,0.00
3.2,-2.3,0.00
3.2,-2.2,0.00
3.2,-2.1,0.00
3.2,-1.9,0.00
3.2,-1.8,0.00
3.2,-1.7,0.00
3.2,-1.6,0.00
3.2,1.9,0.00
3.2,2,0.00
3.2,2.1,0.00
3.2,2.2,0.00
3.2,2.3,0.00
3.2,2.4,0.00
3.2,2.5,0.00
3.2,2.6,0.00
3.2,2.7,0.00
3.2,2.8,0.00
3.2,2.9,0.00
3.2,3,0.00
3.2,3.1,0.00
3.2,3.2,0.00
3.2,3.3,0.00
3.2,3.4,0.00
3.2,3.5,0.00
3.1,0.3,0.95
3.1,-0.1,0.95
3.1,0,0.94
3.1,0.2,0.94
3.1,-0.2,0.93
3.1,0.1,0.92
3.1,0.5,0.92
3.1,0.4,0.91
3.1,-0.6,0.90
3.1,-0.3,0.89
3.1,-0.5,0.87
3.1,0.6,0.86
3.1,-0.4,0.84
3.1,0.7,0.81
3.1,-0.7,0.79
3.1,0.8,0.77
3.1,-0.8,0.70
3.1,0.9,0.66
3.1,-0.9,0.65
3.1,1,0.45
3.1,-1,0.43
3.1,-1.1,0.40
3.1,1.1,0.35
3.1,-1.2,0.34
3.1,1.2,0.23
3.1,-1.4,0.14
3.1,-1.3,0.11
3.1,-2.4,0.11
3.1,1.3,0.10
3.1,1.4,0.07
3.1,2.3,0.05
3.1,-2.1,0.04
3.1,1.5,0.03
3.1,-1.8,0.03
3.1,-1.6,0.02
3.1,1.6,0.01
3.1,-3.8,0.00
3.1,-3.6,0.00
3.1,-3.4,0.00
3.1,-3.3,0.00
3.1,-3,0.00
3.1,-2.9,0.00
3.1,-2.8,0.00
3.1,-2.7,0.00
3.1,-2.6,0.00
3.1,-2.5,0.00
3.1,-2.3,0.00
3.1,-2.2,0.00
3.1,-2,0.00
3.1,-1.9,0.00
3.1,-1.7,0.00
3.1,-1.5,0.00
3.1,1.7,0.00
3.1,1.8,0.00
3.1,1.9,0.00
3.1,2,0.00
3.1,2.1,0.00
3.1,2.2,0.00
3.1,2.4,0.00
3.1,2.5,0.00
3.1,2.6,0.00
3.1,2.7,0.00
3.1,2.8,0.00
3.1,2.9,0.00
3.1,3,0.00
3.1,3.1,0.00
3.1,3.2,0.00
3.1,3.3,0.00
3.1,3.5,0.00
3.1,3.6,0.00
3.1,3.7,0.00
3.1,4.5,0.00
3,-0.2,0.98
3,-0.1,0.96
3,-0.3,0.96
3,0.4,0.96
3,0,0.96
3,0.1,0.96
3,0.2,0.95
3,0.3,0.94
3,-0.4,0.93
3,-0.6,0.93
3,0.7,0.92
3,0.5,0.91
3,0.6,0.91
